Practitioner_ID,prac_name,prac_license_number,prac_NPI_Number,prac_license_expiry_date,prac_date_of_birth,prac_gender,prac_bank_account_number,prac_contact_number,prac_email_address,prac_practice_address_line1,prac_practice_address_line2,prac_practice_city,prac_practice_state,prac_practice_pincode,prac_primary_specialty,prac_secondary_specialty,prac_taxonomy_code,prac_medical_school,prac_graduation_year,prac_primary_hospital_id,prac_is_solo_practice,prac_onboarding_date,prac_practitioner_status,prac_sanction_history_details,CLAIM_CNT_LT_1M,CLAIM_AMT_LT_1M,CASHLESS_CLAIM_CNT_LT_1M,REIMB_CLAIM_CNT_LT_1M,REJECT_CLAIM_CNT_LT_1M,REJECT_CLAIM_AMT_LT_1M,APPROVE_CLAIM_CNT_LT_1M,APPROVE_CLAIM_AMT_LT_1M,UNIQUE_PATIENTS_CNT_LT_1M,UNIQUE_HOSPITALS_CNT_LT_1M,UNIQUE_AGENTS_CNT_LT_1M,AVG_CONSULTING_FEE_LT_1M,AVG_MEDICINE_FEE_LT_1M,REJECT_REIMB_CLAIM_CNT_LT_1M,REJECT_CSHL_CLAIM_CNT_LT_1M,APPROVE_CASHLESS_CLAIM_CNT_LT_1M,APPROVE_REIMB_CLAIM_CNT_LT_1M,CLAIM_CNT_LT_3M,CLAIM_AMT_LT_3M,CASHLESS_CLAIM_CNT_LT_3M,REIMB_CLAIM_CNT_LT_3M,REJECT_CLAIM_CNT_LT_3M,REJECT_CLAIM_AMT_LT_3M,APPROVE_CLAIM_CNT_LT_3M,APPROVE_CLAIM_AMT_LT_3M,UNIQUE_PATIENTS_CNT_LT_3M,UNIQUE_HOSPITALS_CNT_LT_3M,UNIQUE_AGENTS_CNT_LT_3M,AVG_CONSULTING_FEE_LT_3M,AVG_MEDICINE_FEE_LT_3M,REJECT_REIMB_CLAIM_CNT_LT_3M,REJECT_CSHL_CLAIM_CNT_LT_3M,APPROVE_CASHLESS_CLAIM_CNT_LT_3M,APPROVE_REIMB_CLAIM_CNT_LT_3M,CLAIM_CNT_LT_6M,CLAIM_AMT_LT_6M,CASHLESS_CLAIM_CNT_LT_6M,REIMB_CLAIM_CNT_LT_6M,REJECT_CLAIM_CNT_LT_6M,REJECT_CLAIM_AMT_LT_6M,APPROVE_CLAIM_CNT_LT_6M,APPROVE_CLAIM_AMT_LT_6M,UNIQUE_PATIENTS_CNT_LT_6M,UNIQUE_HOSPITALS_CNT_LT_6M,UNIQUE_AGENTS_CNT_LT_6M,AVG_CONSULTING_FEE_LT_6M,AVG_MEDICINE_FEE_LT_6M,REJECT_REIMB_CLAIM_CNT_LT_6M,REJECT_CSHL_CLAIM_CNT_LT_6M,APPROVE_CASHLESS_CLAIM_CNT_LT_6M,APPROVE_REIMB_CLAIM_CNT_LT_6M,CLAIM_CNT_YR_1,CLAIM_AMT_YR_1,CASHLESS_CLAIM_CNT_YR_1,REIMB_CLAIM_CNT_YR_1,REJECT_CLAIM_CNT_YR_1,REJECT_CLAIM_AMT_YR_1,APPROVE_CLAIM_CNT_YR_1,APPROVE_CLAIM_AMT_YR_1,UNIQUE_PATIENTS_CNT_YR_1,UNIQUE_HOSPITALS_CNT_YR_1,UNIQUE_AGENTS_CNT_YR_1,AVG_CONSULTING_FEE_YR_1,AVG_MEDICINE_FEE_YR_1,REJECT_REIMB_CLAIM_CNT_YR_1,REJECT_CSHL_CLAIM_CNT_YR_1,APPROVE_CASHLESS_CLAIM_CNT_YR_1,APPROVE_REIMB_CLAIM_CNT_YR_1,CLAIM_CNT_YR_2,CLAIM_AMT_YR_2,CASHLESS_CLAIM_CNT_YR_2,REIMB_CLAIM_CNT_YR_2,REJECT_CLAIM_CNT_YR_2,REJECT_CLAIM_AMT_YR_2,APPROVE_CLAIM_CNT_YR_2,APPROVE_CLAIM_AMT_YR_2,UNIQUE_PATIENTS_CNT_YR_2,UNIQUE_HOSPITALS_CNT_YR_2,UNIQUE_AGENTS_CNT_YR_2,AVG_CONSULTING_FEE_YR_2,AVG_MEDICINE_FEE_YR_2,REJECT_REIMB_CLAIM_CNT_YR_2,REJECT_CSHL_CLAIM_CNT_YR_2,APPROVE_CASHLESS_CLAIM_CNT_YR_2,APPROVE_REIMB_CLAIM_CNT_YR_2,CLAIM_CNT_YR_3,CLAIM_AMT_YR_3,CASHLESS_CLAIM_CNT_YR_3,REIMB_CLAIM_CNT_YR_3,REJECT_CLAIM_CNT_YR_3,REJECT_CLAIM_AMT_YR_3,APPROVE_CLAIM_CNT_YR_3,APPROVE_CLAIM_AMT_YR_3,UNIQUE_PATIENTS_CNT_YR_3,UNIQUE_HOSPITALS_CNT_YR_3,UNIQUE_AGENTS_CNT_YR_3,AVG_CONSULTING_FEE_YR_3,AVG_MEDICINE_FEE_YR_3,REJECT_REIMB_CLAIM_CNT_YR_3,REJECT_CSHL_CLAIM_CNT_YR_3,APPROVE_CASHLESS_CLAIM_CNT_YR_3,APPROVE_REIMB_CLAIM_CNT_YR_3,AVG_CLAIM_AMT_LT_1M,AVG_APPR_CLAIM_AMT_LT_1M,AVG_CLAIM_AMT_LT_3M,AVG_APPR_CLAIM_AMT_LT_3M,AVG_CLAIM_AMT_LT_6M,AVG_APPR_CLAIM_AMT_LT_6M,AVG_CLAIM_AMT_YR_1,AVG_APPR_CLAIM_AMT_YR_1,AVG_CLAIM_AMT_YR_2,AVG_APPR_CLAIM_AMT_YR_2,AVG_CLAIM_AMT_YR_3,AVG_APPR_CLAIM_AMT_YR_3,MEMBER_BANKMATCH_FLG
PRAC-1010,Aniruddh Jha,MCI/WES/80416,6402574842,2027-06-24,1985-11-16,Other,756732168898,98643183287,aniruddh.doc40@clinic.com,H.No. 390- Shankar Marg,0,Howrah,West Bengal,793946,Dermatology,Orthopedic Surgery,207N00000X,Maulana Azad Medical College,2013,HOSP-0013,N,2019-01-04,Active,0,5.0,2472718.9499999997,4.0,1.0,1.0,243473.04,3.0,1184544.29,5.0,5.0,5.0,47360.295999999995,136585.954,0.0,1.0,2.0,1.0,17,7532106.26,15,2,1,243473.04,15,5580571.88,17,13,17,85526.30529411764,113436.49470588236,0.0,1.0,13,2,30,17927874.38,25,5,1,243473.04,26,14555685.69,30,19,29,126386.80366666666,102772.796,0.0,1.0,22,4,36,23889438.07,29,7,1,243473.04,31,19402271.07,36,22,34,143493.8411111111,111124.22805555555,0.0,1.0,26,5,21,19289094.97,17,4,0,0.0,19,15382846.290000001,21,16,19,176461.1038095238,183122.04428571428,0.0,0.0,16,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,494543.7899999999,394848.0966666667,443065.074117647,372038.12533333333,597595.8126666666,559834.065,663595.5019444445,625879.7119354839,918528.3319047618,809623.4889473685,0.0,0.0,1
PRAC-1011,Abram Sawhney,MCI/DEL/50572,9577025987,2027-08-12,1979-08-27,Other,618720128439,97695165760,abram.doc2@clinic.com,37/24 Bajwa,Brahmbhatt Marg,New Delhi,Delhi,110019,Orthopedic Surgery,0,207X00000X,Maulana Azad Medical College,2004,HOSP-0025,Y,2006-05-05,Active,0,7.0,8224168.399999999,5.0,2.0,1.0,1288926.18,6.0,5515006.81,7.0,7.0,7.0,229117.27857142856,231728.42857142858,0.0,1.0,4.0,2.0,12,12708950.67,8,4,2,2107914.04,10,8698626.8,12,10,11,213844.4541666667,195724.82499999998,0.0,2.0,6,4,23,24509039.39,16,7,4,3061375.98,19,18415467.3,23,16,22,229615.88565217392,245251.86086956522,1.0,3.0,13,6,28,32696573.66,21,7,5,3229833.16,23,24607573.97,28,20,26,226203.15464285715,255202.56071428573,1.0,4.0,17,6,19,13688225.31,13,6,1,704779.61,17,10246200.26,19,17,18,106822.55,212373.58421052631,1.0,0.0,13,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1174881.2,919167.8016666666,1059079.2225,869862.68,1065610.4082608696,969235.1210526316,1167734.7735714286,1069894.5204347826,720432.9110526316,602717.6623529411,0.0,0.0,0
PRAC-1012,Piya Dada,MCI/DEL/67550,5151506217,2029-01-20,1969-08-09,Female,525396391045,97072536663,piya.doc59@clinic.com,H.No. 031 Sethi Street,0,New Delhi,Delhi,110049,Cardiology,Orthopedic Surgery,207R00000X,Kasturba Medical College,1999,HOSP-0025,Y,2008-02-17,Active,0,3.0,1164871.86,1.0,2.0,0.0,0.0,3.0,1060304.6099999999,3.0,3.0,3.0,37918.909999999996,54181.64000000001,0.0,0.0,1.0,2.0,9,5829258.52,6,3,0,0.0,8,4225077.36,9,9,9,147758.29222222223,115538.30666666667,0.0,0.0,5,3,19,11002770.65,13,6,0,0.0,17,8620677.49,19,17,18,110852.02842105263,128910.28210526315,0.0,0.0,11,6,28,16956041.009999998,19,9,0,0.0,25,13152621.93,28,21,27,134427.41392857142,117221.73142857142,0.0,0.0,16,9,26,18051130.99,16,10,2,959441.8500000001,22,14779625.299999999,26,19,22,117152.17115384617,176855.84461538462,0.0,2.0,14,8,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,388290.62000000005,353434.86999999994,647695.391111111,528134.67,579093.1921052631,507098.675882353,605572.8932142856,526104.8772,694274.2688461537,671801.1499999999,0.0,0.0,0
PRAC-1013,Anahi Chacko,MCI/MAH/67227,5837533022,2027-01-15,1968-11-07,Other,800378180564,97779179750,anahi.doc28@clinic.com,02/20 Kakar Street,0,Nagpur,Maharashtra,413032,General Practice,Neurology,208D00000X,Kasturba Medical College,1994,HOSP-0024,N,2001-02-11,Active,0,6.0,6274925.18,6.0,0.0,1.0,808579.2,5.0,4487750.18,6.0,4.0,6.0,229300.31166666668,196320.56666666665,0.0,1.0,5.0,0.0,18,12216180.99,17,1,3,1251114.22,14,8901686.65,18,14,18,126846.24666666666,140256.4866666667,0.0,3.0,14,0,37,26472255.61,29,8,7,6917959.49,28,16021362.41,37,26,32,153974.0718918919,138957.02297297298,0.0,7.0,22,6,41,33507658.599999998,31,10,7,6917959.49,31,21803998.14,41,27,35,174514.733902439,161853.4836585366,0.0,7.0,23,8,14,16678610.22,8,6,1,302300.47,11,11270888.39,14,12,14,227010.84000000003,208111.44,1.0,0.0,7,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1045820.8633333333,897550.036,678676.7216666667,635834.7607142858,715466.3678378378,572191.5146428571,817259.9658536585,703354.7787096774,1191329.3014285716,1024626.2172727273,0.0,0.0,0
PRAC-1014,Tarini Ramesh,MCI/WES/28511,5878999606,2029-08-01,1982-07-04,Other,596393988746,97358462688,tarini.doc72@clinic.com,H.No. 38- Gokhale Ganj,0,Kolkata,West Bengal,710416,Oncology,Dermatology,207R00000X,JIPMER,2011,HOSP-0038,N,2018-06-04,Active,0,3.0,1951120.43,2.0,1.0,0.0,0.0,2.0,1654688.76,3.0,3.0,3.0,147980.75333333333,113136.90666666666,0.0,0.0,1.0,1.0,12,5408139.6899999995,8,4,0,0.0,11,4486819.55,12,11,12,113143.52416666667,81275.61666666667,0.0,0.0,7,4,19,9632291.69,15,4,1,260498.01,17,7918958.399999999,19,17,19,110786.49157894736,119676.02105263158,0.0,1.0,13,4,23,11730118.59,18,5,1,260498.01,21,9627701.69,23,21,22,104548.24391304348,130729.99347826088,0.0,1.0,16,5,17,10900022.74,14,3,1,251035.69,14,7774723.33,17,17,17,122729.08352941176,131709.42411764705,1.0,0.0,12,2,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,650373.4766666667,827344.38,450678.30749999994,407892.68636363634,506962.72052631574,465821.08235294116,510005.1560869565,458461.9852380952,641177.8082352942,555337.3807142858,0.0,0.0,0
PRAC-1015,Hrishita Saxena,MCI/TAM/26243,3450065257,2026-07-31,1982-11-09,Male,585801095419,98018996268,hrishita.doc63@clinic.com,774 Krish Zila,0,Madurai,Tamil Nadu,679623,General Practice,Cardiology,208D00000X,Maulana Azad Medical College,2008,HOSP-0050,N,2012-02-11,Active,0,4.0,723729.0099999999,3.0,1.0,0.0,0.0,3.0,146520.13,4.0,4.0,4.0,66995.91,56879.195,0.0,0.0,2.0,1.0,10,5272497.1,6,4,1,1075176.74,8,3018399.3800000004,10,10,8,125084.571,144723.278,1.0,0.0,5,3,25,14005150.8,13,12,1,1075176.74,22,9012628.3,25,22,22,96175.5376,128152.50839999999,1.0,0.0,11,11,30,16763704.57,17,13,2,1686918.68,25,10487807.09,30,24,26,105278.15466666667,118722.19066666668,1.0,1.0,13,12,23,15953256.61,20,3,1,366776.94,18,10230741.84,23,19,22,96926.73391304347,119680.3452173913,1.0,0.0,18,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,180932.25249999997,48840.043333333335,527249.71,377299.92250000004,560206.032,409664.9227272728,558790.1523333334,419512.28359999997,693619.8526086956,568374.5466666666,0.0,0.0,0
PRAC-1016,Emir Dutta,MCI/MAH/39493,7834864481,2029-04-13,1969-07-22,Male,493533844526,99483444704,emir.doc34@clinic.com,913 Chaudhari Path,0,Nagpur,Maharashtra,433589,Orthopedic Surgery,Cardiology,207X00000X,Christian Medical College,1999,HOSP-0017,N,2014-12-21,Active,0,5.0,3413123.6,4.0,1.0,1.0,1159867.4,4.0,1794834.03,5.0,5.0,5.0,181270.266,150604.48,0.0,1.0,3.0,1.0,12,6315489.29,10,2,1,1159867.4,10,4052331.42,12,11,11,142646.02083333334,90785.96333333333,0.0,1.0,8,2,20,9187751.12,16,4,2,1450301.3699999999,17,6262088.19,20,16,19,100768.68100000001,85289.967,0.0,2.0,13,4,29,14523446.709999999,24,5,3,1839795.5199999998,24,9674580.08,29,21,27,104380.67655172414,96804.87344827586,0.0,3.0,19,5,21,20107767.580000002,17,4,1,801376.94,19,17245151.58,21,18,18,146652.75761904762,176907.1457142857,0.0,1.0,15,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,682624.72,448708.5075,526290.7741666667,405233.142,459387.556,368358.12882352946,500808.5072413793,403107.50333333336,957512.741904762,907639.5568421051,0.0,0.0,0
PRAC-1017,Dhruv Gera,MCI/TAM/69678,2709066640,2027-02-07,1968-09-14,Other,685495878757,97799258449,dhruv.doc97@clinic.com,51- Rama Ganj,0,Coimbatore,Tamil Nadu,698137,Neurology,Cardiology,2084N0400X,JIPMER,1995,HOSP-0047,Y,2007-07-10,Active,0,3.0,1409309.4,1.0,2.0,1.0,80184.98,1.0,858314.03,3.0,3.0,3.0,97782.70333333332,119543.70333333332,0.0,1.0,0.0,1.0,13,6874181.19,9,4,1,80184.98,11,5321635.18,13,12,12,119001.4276923077,132998.85384615386,0.0,1.0,8,3,30,17434957.36,20,10,2,148983.78,26,13334160.049999999,30,24,26,100913.387,142220.663,0.0,2.0,17,9,32,18161254.82,22,10,2,148983.78,27,13664825.83,32,25,28,95740.93531249999,138396.7484375,0.0,2.0,18,9,14,8400031.13,11,3,1,367180.97,13,6518977.09,14,14,14,120421.96571428572,107131.84214285715,0.0,1.0,10,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,469769.8,858314.03,528783.1684615385,483785.01636363636,581165.2453333333,512852.30961538455,567539.213125,506104.6603703704,600002.2235714287,501459.7761538461,0.0,0.0,0
PRAC-1018,Raunak Varughese,MCI/TAM/94490,2436721454,2029-09-20,1967-11-07,Female,507309077705,98513171905,raunak.doc90@clinic.com,44/71- Kakar Zila,Mall,Coimbatore,Tamil Nadu,678286,Oncology,Pediatrics,207R00000X,All India Institute of Medical Sciences,1997,HOSP-0002,N,2013-08-09,Active,0,2.0,1873742.7800000003,2.0,0.0,0.0,0.0,2.0,1692306.71,2.0,2.0,2.0,295209.475,174731.83,0.0,0.0,2.0,0.0,6,4487856.720000001,5,1,0,0.0,6,3790468.56,6,5,6,211718.67833333334,188006.78333333333,0.0,0.0,5,1,21,13465778.46,18,3,1,380189.07,19,10189477.67,21,17,20,169340.2661904762,148728.86333333334,1.0,0.0,17,2,29,18886014.04,24,5,1,380189.07,25,13659870.21,28,20,26,178857.84862068968,141875.82137931036,1.0,0.0,21,4,16,9639235.49,14,2,1,178122.27,15,7984507.23,16,14,16,126674.626875,123339.15375,0.0,1.0,13,2,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,936871.3900000001,846153.355,747976.1200000001,631744.76,641227.5457142858,536288.2984210526,651241.8634482758,546394.8084,602452.218125,532300.4820000001,0.0,0.0,0
PRAC-1019,Hansh Mandal,MCI/WES/81941,8069140339,2027-11-28,1976-04-04,Male,187044033563,98109133675,hansh.doc42@clinic.com,H.No. 93 Iyengar Chowk,0,Howrah,West Bengal,796615,Oncology,Neurology,207R00000X,JIPMER,2004,HOSP-0002,N,2010-08-07,Active,0,6.0,3284887.83,3.0,3.0,0.0,0.0,6.0,2915050.29,6.0,5.0,5.0,68147.865,79509.52166666667,0.0,0.0,3.0,3.0,12,6349300.18,8,4,0,0.0,12,5504250.56,12,10,11,78156.59000000001,105537.17249999999,0.0,0.0,8,4,24,14639665.73,17,7,0,0.0,23,12079136.49,24,18,22,84485.84708333334,145437.09291666668,0.0,0.0,16,7,32,22846614.95,24,8,0,0.0,31,19279741.32,32,23,27,94550.4765625,139443.533125,0.0,0.0,23,8,18,8438648.14,15,3,3,2564211.1999999997,13,3524710.05,18,17,18,130230.95999999999,74180.1288888889,1.0,2.0,11,2,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,547481.305,485841.715,529108.3483333333,458687.54666666663,609986.0720833334,525179.8473913043,713956.7171875,621927.1393548388,468813.7855555556,271131.5423076923,0.0,0.0,0
PRAC-1020,Purab Dara,MCI/WES/65605,5706784101,2025-12-08,1976-05-07,Other,278048950984,97778139180,purab.doc62@clinic.com,H.No. 79 Soman Marg,Hans Circle,Howrah,West Bengal,720181,Dermatology,0,207N00000X,JIPMER,2003,HOSP-0034,Y,2011-09-29,Active,0,3.0,3277660.8,3.0,0.0,1.0,1499788.37,2.0,1683104.8599999999,3.0,3.0,3.0,220795.74666666667,283486.69666666666,0.0,1.0,2.0,0.0,11,7107409.27,9,2,2,1992365.23,9,4356959.0,11,10,11,118217.47272727272,139381.48,0.0,2.0,7,2,22,18189820.09,18,4,2,1992365.23,20,13544703.95,22,19,22,170458.98136363635,128095.32818181819,0.0,2.0,16,4,25,21580001.36,21,4,2,1992365.23,22,15422500.780000001,25,22,24,195632.754,142673.5232,0.0,2.0,18,4,18,14335605.64,15,3,1,754547.39,16,10088723.66,18,15,18,103693.78611111111,132912.32444444444,0.0,1.0,14,2,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1092553.5999999999,841552.4299999999,646128.1154545454,484106.55555555556,826810.004090909,677235.1975,863200.0544,701022.7627272728,796422.5355555556,630545.22875,0.0,0.0,0
PRAC-1021,Hansh Mander,MCI/DEL/14573,6811530725,2028-10-12,1992-03-08,Male,661024202764,99102686319,hansh.doc99@clinic.com,70- Kalla Circle,0,New Delhi,Delhi,110062,General Surgery,Dermatology,208600000X,Armed Forces Medical College,2017,HOSP-0023,Y,2019-03-25,Inactive,0,3.0,2933106.96,3.0,0.0,0.0,0.0,3.0,2455577.6,3.0,3.0,3.0,68896.06333333334,313786.8133333333,0.0,0.0,3.0,0.0,10,7347590.75,7,3,1,150198.19,7,5287081.82,10,9,10,121968.59599999999,148524.338,1.0,0.0,5,2,21,12915859.83,17,4,1,150198.19,16,8477628.6,21,18,21,99173.67095238095,122064.24095238096,1.0,0.0,13,3,25,14275793.57,19,6,1,150198.19,19,9049591.49,25,21,23,96895.9556,110055.77880000001,1.0,0.0,15,4,14,3885563.93,11,3,1,134513.57,12,3028770.04,14,10,14,71437.88071428573,47925.04642857143,0.0,1.0,9,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,977702.32,818525.8666666667,734759.075,755297.4028571428,615040.9442857143,529851.7875,571031.7428,476294.28894736845,277540.28071428573,252397.50333333333,0.0,0.0,0
PRAC-1022,Jivika Hari,MCI/MAH/64465,6520039488,2028-03-25,1969-11-14,Female,17088609258,98789356048,jivika.doc74@clinic.com,14 Tripathi Marg,0,Nagpur,Maharashtra,492985,Oncology,Neurology,207R00000X,Kasturba Medical College,1995,HOSP-0040,Y,1997-09-19,Sanctioned,Doloribus in dolorem voluptatem architecto non.,3.0,4132612.7700000005,2.0,1.0,0.0,0.0,3.0,3983304.03,3.0,3.0,3.0,359775.8466666667,195593.44666666666,0.0,0.0,2.0,1.0,9,5382027.340000001,4,5,0,0.0,9,5045095.609999999,9,9,9,138170.79333333333,90848.43,0.0,0.0,4,5,26,21650314.71,21,5,1,620230.23,24,17850855.99,26,21,23,205183.08461538464,133826.55038461537,0.0,1.0,19,5,33,24534014.25,25,8,1,620230.23,30,20386894.75,33,26,29,176841.88212121214,128724.6896969697,0.0,1.0,23,7,29,14397090.23,22,7,2,725564.65,25,10345702.74,29,21,27,80100.75310344827,110374.32241379311,0.0,2.0,18,7,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1377537.59,1327768.01,598003.0377777779,560566.1788888888,832704.411923077,743785.6662499999,743454.9772727273,679563.1583333333,496451.3872413793,413828.1096,0.0,0.0,0
PRAC-1023,Yakshit Ben,MCI/DEL/17349,4505382600,2030-02-25,1983-12-27,Other,37084645450,98392918041,yakshit.doc2@clinic.com,67/90 D’Alia Road,Bhandari Path,New Delhi,Delhi,110019,General Surgery,Pediatrics,208600000X,Armed Forces Medical College,2010,HOSP-0008,Y,2023-03-14,Active,0,8.0,7364227.5,7.0,1.0,0.0,0.0,7.0,6334156.83,8.0,7.0,8.0,200838.0125,129950.87375,0.0,0.0,6.0,1.0,14,9644001.34,11,3,0,0.0,12,8114458.75,14,13,14,145366.25857142857,103301.32071428571,0.0,0.0,9,3,37,21781810.67,29,8,0,0.0,34,17909700.79,37,26,32,126850.12675675674,96827.4345945946,0.0,0.0,27,7,45,25627433.29,36,9,0,0.0,41,21319123.330000002,45,29,40,119816.22200000001,89508.26155555555,0.0,0.0,33,8,21,16302987.06,16,5,4,2432962.7600000002,15,10570675.67,21,16,19,134903.1942857143,191346.40619047618,1.0,3.0,12,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,920528.4375,904879.5471428571,688857.2385714286,676204.8958333334,588697.5856756758,526755.9055882352,569498.5175555556,519978.6178048781,776332.7171428571,704711.7113333333,0.0,0.0,0
PRAC-1024,Rasha Sawhney,MCI/KAR/55803,1959839921,2028-10-22,1991-02-25,Female,397569748953,98960747272,rasha.doc45@clinic.com,H.No. 35 Chaudhary Street,0,Mysore,Karnataka,581367,Cardiology,Pediatrics,207R00000X,Kasturba Medical College,2019,HOSP-0035,N,2025-07-12,Active,0,3.0,4134250.3499999996,2.0,1.0,0.0,0.0,3.0,3301907.7399999998,3.0,3.0,3.0,149340.05333333332,421834.7733333334,0.0,0.0,2.0,1.0,8,13062638.94,6,2,1,697709.81,7,10479933.34,8,8,8,597724.53,252057.76750000002,0.0,1.0,5,2,15,17846485.2,11,4,1,697709.81,13,13937310.41,15,13,14,373334.5553333333,181914.27866666668,0.0,1.0,9,4,20,20369554.77,13,7,3,1565879.2399999998,16,15432589.899999999,20,18,18,296745.2205,153008.258,2.0,1.0,11,5,22,19187260.5,17,5,1,532069.75,18,14302902.78,22,20,20,162081.4090909091,166241.26954545456,0.0,1.0,14,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1378083.45,1100635.9133333333,1632829.8675,1497133.3342857142,1189765.68,1072100.8007692308,1018477.7385,964536.8687499999,872148.2045454546,794605.71,0.0,0.0,0
PRAC-1025,Armaan Keer,MCI/WES/47127,2191769611,2025-11-05,1962-09-28,Other,94937378393,97803508274,armaan.doc79@clinic.com,759- Ahluwalia Circle,0,Howrah,West Bengal,768680,Oncology,General Surgery,207R00000X,Armed Forces Medical College,1992,HOSP-0022,Y,2016-05-23,Active,0,2.0,1213100.54,2.0,0.0,0.0,0.0,1.0,569480.85,2.0,2.0,2.0,187040.245,63755.18,0.0,0.0,1.0,0.0,14,9968815.23,11,3,1,625215.43,11,7863069.1899999995,14,14,14,155986.33857142858,141589.5057142857,1.0,0.0,10,1,30,19366023.03,24,6,2,1372121.05,25,15446849.33,30,24,29,138318.50866666666,116693.493,1.0,1.0,21,4,37,22921138.58,29,8,4,1572318.62,29,17973386.49,37,27,35,134678.94648648647,107781.80054054054,2.0,2.0,24,5,22,9671545.68,15,7,1,44420.32,20,7670881.31,22,18,21,92088.515,81567.73545454546,0.0,1.0,13,7,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,606550.27,569480.85,712058.2307142857,714824.4718181818,645534.101,617873.9732,619490.2318918918,619771.9479310344,439615.7127272727,383544.06549999997,0.0,0.0,0
PRAC-1026,Nitara Bhavsar,MCI/MAH/57909,4991493220,2029-11-01,1968-05-25,Other,13132537698,97759926018,nitara.doc96@clinic.com,852 Bandi Marg,0,Mumbai,Maharashtra,441696,Pediatrics,0,208000000X,Armed Forces Medical College,1997,HOSP-0025,N,2008-12-16,Active,0,5.0,6144197.68,3.0,2.0,0.0,0.0,4.0,3550041.49,5.0,5.0,5.0,230718.846,271928.33999999997,0.0,0.0,2.0,2.0,19,14120292.4,16,3,3,2528529.01,15,8179576.050000001,19,17,19,138141.18789473682,175427.90684210527,0.0,3.0,12,3,32,22057230.56,25,7,5,2710856.23,26,14481417.74,32,26,31,113523.98625,146823.5084375,1.0,4.0,20,6,40,27520510.96,30,10,6,2854628.7199999997,33,18949085.63,40,30,36,114083.28575,152429.9665,1.0,5.0,24,9,22,14058168.4,17,5,0,0.0,20,10789176.43,22,17,21,132070.82454545455,132306.08545454545,0.0,0.0,16,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1228839.5359999998,887510.3725,743173.2842105264,545305.0700000001,689288.455,556977.6053846154,688012.774,574214.7160606061,639007.6545454545,539458.8215,0.0,0.0,0
PRAC-1027,Manjari Dhawan,MCI/KAR/10502,6281475404,2026-09-15,1977-06-27,Female,431195167880,98063346033,manjari.doc52@clinic.com,423- Bhandari Chowk,Varma Road,Bangalore,Karnataka,561252,Neurology,General Practice,2084N0400X,Kasturba Medical College,2004,HOSP-0036,Y,2024-05-11,Active,0,4.0,916150.05,4.0,0.0,0.0,0.0,3.0,505098.63,4.0,4.0,4.0,41896.0875,49730.47,0.0,0.0,3.0,0.0,12,3989191.42,10,2,0,0.0,11,3116965.38,12,12,12,77861.18333333333,76331.1425,0.0,0.0,9,2,20,8268959.75,15,5,0,0.0,18,5342655.17,20,19,20,105929.421,84733.436,0.0,0.0,13,5,25,10417356.8,16,9,0,0.0,23,7247984.37,25,21,22,100625.0204,87417.9868,0.0,0.0,14,9,27,16339151.9,21,6,4,2389039.6799999997,23,12107210.64,27,21,26,86781.82074074075,127855.37,2.0,2.0,19,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,229037.5125,168366.21,332432.61833333335,283360.4890909091,413447.9875,296814.1761111111,416694.27200000006,315129.7552173913,605153.7740740741,526400.4626086957,0.0,0.0,0
